"","Region","Year","DOY","Grade_pass","Altitude_Source","Filename","Rep.class","Corrected_height_m","Pixel_length","Width.5.proc.m","Width.10.proc.m","Width.15.proc.m","Width.20.proc.m","Width.25.proc.m","Width.30.proc.m","Width.35.proc.m","Width.40.proc.m","Width.45.proc.m","Width.50.proc.m","Width.55.proc.m","Width.60.proc.m","Width.65.proc.m","Width.70.proc.m","Width.75.proc.m","Width.80.proc.m","Width.85.proc.m","Width.90.proc.m","Width.95.proc.m","Total.length.m","Volume.m3"
"1662","HI",2022,28,"Y","S_Alt","2022.01.28.240.01","Mother",40.143738,0.325786949,0.998663919189585,1.47906443210307,1.73314959874062,1.85232645402274,2.28645007797304,2.2286772827712,2.38173078364918,2.57161411622721,2.65495438613885,2.54200105067596,2.36649861675333,2.07298540238311,1.8145393923398,1.33191477147345,0.909102133578319,0.766761769895219,0.516625701442536,0.441176101073992,1.47544164589036,13.0783059244754,32.8126840326187
"1663","HI",2022,28,"Y","S_Alt","2022.01.28.240.02","Calf",39.42944353,0.127483068,0.407268213925558,0.605984547034966,0.681391122138524,0.88324194436918,0.920933995238323,1.00556362507396,0.994361485139319,0.980339995205351,1.00385603384706,0.929534976221467,0.846964824801132,0.736344641212099,0.581805320183274,0.484052595621607,0.381250093467388,0.311840330726853,0.20641072595086,0.427843501658842,1.10473226257878,5.02658643073715,1.91490224612679
"1664","HI",2022,28,"Y","S_Alt","2022.01.28.241.01","Mother",37.79742335,0.315786483,0.926949132258783,1.4259133737669,1.71118244735995,1.90742810119626,2.35339945702499,2.36232777596883,2.55849631424301,2.58543461774747,2.59444457596537,2.56817555385077,2.46114265084185,2.22124515942352,1.89953955803663,1.41815775134819,1.0168016597287,0.686909181870831,0.383588994581847,0.446905984553537,1.7070845348869,11.9359153861586,31.4428496913756
"1665","HI",2022,28,"Y","S_Alt","2022.01.28.241.02","Calf",36.06064302,0.138267198,0.329427844279398,0.497389977224266,0.64469493710762,0.855870415800489,0.932365030071766,1.03963157369116,1.07009916682435,1.1102404200704,1.07784519239171,1.04324287112129,0.967941666397205,0.811632545936502,0.68159241178203,0.52116652576235,0.383691056568612,0.30931617132522,0.219611664849264,0.267995063183477,1.00874707333479,4.98600406845366,2.1413402541515
"1666","HI",2022,28,"Y","S_Alt","2022.01.28.243.01","Mother",37.53876251,0.320523196,1.04690578361464,1.46952176965544,1.55261777726156,1.67062553819134,2.06139204874699,2.10872155383343,2.15870340754148,2.22225114074364,2.20670874893728,2.18962768970148,2.05003821604829,1.83701268548572,1.41841443974233,1.11008477316665,0.88403945945162,0.472650341934389,0.34434932462746,0.391453049368287,1.62550040465935,12.0320441335902,23.0549856339624
"1668","HI",2022,29,"Y","S_Alt","2022.01.29.245.01","Mother",38.85833358,0.342162279,0.955772533831527,1.59110845797835,1.72165804795968,1.85092682686148,2.32050280678832,2.46800042760343,2.57034744354308,2.68139251007282,2.77092580303641,2.69655722757591,2.56128439777392,2.35603059041425,1.9916369876577,1.53654915363634,1.11102007229578,0.660844613906624,0.424143631209709,0.450362719219098,1.75317528421448,13.295855975875,37.8107719684296
"1669","HI",2022,29,"Y","S_Alt","2022.01.29.245.02","Calf",38.96785827,0.125308834,0.335522003502968,0.50248905168586,0.616999461326601,0.748947002670453,0.844858525438751,0.94852996333767,0.961836055921294,0.935844009015207,0.936529835572689,0.900492778379444,0.811176084866619,0.740143806079332,0.635425312636163,0.506601110030421,0.404445544759473,0.295392282624601,0.243331723160713,0.503899711316291,1.16253505548887,4.88301688329096,1.70337549298501
"1670","HI",2022,29,"Y","S_Alt","2022.01.29.245.03","Mother",39.39962733,0.307054237,0.939295833783393,1.47186482719787,1.68896345802505,1.70660343940747,2.19433309142465,2.27154782829206,2.27593582586455,2.34408753465015,2.53065493073697,2.51271213843762,2.37994288195129,2.25256694482916,1.92553287000824,1.56381148297107,1.15429689200254,0.760464947645933,0.503553191563713,0.379291832797336,1.88171373907184,12.0978225078975,30.4473215228615
"1671","HI",2022,29,"Y","S_Alt","2022.01.29.245.04","Calf",39.4217289,0.117918447,0.305661970256667,0.468495322282074,0.572460307726011,0.755540297995009,0.805190188781238,0.831572466439754,0.87151876628957,0.881404855542845,0.888317745839714,0.869023965320961,0.824007314518088,0.670102092703391,0.575019294465338,0.493320345305958,0.385464720568959,0.284675866490202,0.249957138216223,0.267244958161777,0.90796668573269,4.64854904994302,1.4475778638214
"1672","HI",2022,29,"Y","S_Alt","2022.01.29.247.01","Mother",40.87881395,0.342609225,0.993676525351701,1.55806120139145,1.86122481841511,2.02825260174868,2.50903735156883,2.53049521438348,2.75981396463862,2.98883583138046,2.93832595525576,2.83827910060284,2.66479148148427,2.47376243001863,2.07168344955195,1.70415030426683,1.21305977710785,0.836053911496131,0.585126228545358,0.449205260161144,1.61916926866617,14.0054587663287,45.5764527978775
"1673","HI",2022,29,"Y","S_Alt","2022.01.29.247.02","Calf",39.84577426,0.138253354,0.440051410219365,0.613036568140136,0.715872686215213,0.905756514767942,0.913347089103839,1.01932660192518,1.08639336453861,1.08273533217441,1.06247843635191,0.995466932630984,0.93006444049627,0.83974158707702,0.683689568975359,0.588887788683298,0.469122324046832,0.32191844040806,0.298807420914331,0.495753283706515,1.23935478434759,5.50881193417187,2.47378723378799
"1674","HI",2022,29,"Y","S_Alt","2022.01.29.249.01","Mother",41.334289,0.317111732,0.998673369970113,1.53550478183982,1.62420066550018,1.7024648280827,2.25008905961203,2.35773431843569,2.55300181969937,2.67193590346785,2.66169950380147,2.63276790738554,2.47522887053004,2.2700724491357,1.96044997243694,1.46199355255789,1.1294525717952,0.751560272518094,0.460767665170791,0.489533109801544,2.17920656627395,13.1075879757785,35.3883948688665
"1675","HI",2022,29,"Y","S_Alt","2022.01.29.249.02","Calf",41.334289,0.123498049,0.358342265906153,0.534236182510083,0.624120703694855,0.836273358626349,0.899101696171216,0.95190585899434,1.00511635268641,1.00344804862346,0.979368510309265,0.932946040725874,0.838577572518123,0.732273555853947,0.605283303886524,0.479832279966901,0.349019126317007,0.28013527652425,0.226852348153717,0.421073812749185,1.00360200343474,5.10470404830216,1.86721774548955
"1676","HI",2022,29,"Y","S_Alt","2022.01.29.250.01","Mother",37.84840379,0.340758119,1.01158203423872,1.4547084323643,1.64782216322373,1.7927409101261,2.16797721608781,2.06101774670859,2.18638076168947,2.30200084457734,2.34092502889235,2.31257886074142,2.11051544479231,1.92648134684569,1.66709793411158,1.25757985867421,0.927268751282826,0.541803420127228,0.427155739984281,0.455169734920791,1.87600407404042,12.8971508826329,27.2996438043628
"1677","HI",2022,29,"Y","S_Alt","2022.01.29.250.02","Calf",38.6384085,0.138180824,0.392077880954799,0.521806695451486,0.624385318540479,0.881970290701722,0.892439244279363,0.935146303733897,0.946370787793177,0.979043820512416,0.965109231845962,0.905906072319381,0.825299809908535,0.719976461489208,0.616934990855141,0.501793725609715,0.419910235297891,0.308279940931779,0.197029061691189,0.241380956941221,0.821013644155795,5.3390871245786,1.93366611656473
"1678","HI",2022,29,"Y","S_Alt","2022.01.29.251.01","Mother",37.85030727,0.311445006,0.825916225445622,1.35400618590867,1.56810740322736,1.69503950207308,2.09186974033181,2.12356634453441,2.23483037832617,2.28671689856604,2.25484268492575,2.18896826091142,2.05412461446442,1.82907275668661,1.54333565739147,1.18384795960004,0.860180468270245,0.597612611361968,0.401340934455512,0.365111051466309,0.896952342256018,11.788289174807,23.3218736267589
"1679","HI",2022,29,"Y","S_Alt","2022.01.29.251.02","Calf",37.71249664,0.112778009,0.31670945776784,0.421442454022087,0.527031151266504,0.704643934702744,0.750239360639093,0.769733319934284,0.846511368183408,0.848858272683951,0.816357678327917,0.788990789318298,0.723585456583453,0.615057098547263,0.514336612065124,0.379429994804317,0.29566620803908,0.246464894870902,0.200405343554833,0.307453103371016,0.810409867065351,4.25314028547839,1.09629961840901
"1680","HI",2022,29,"Y","S_Alt","2022.01.29.252.01","Mother",37.00983459,0.323952298,0.856283293067696,1.41897515590609,1.59862303424765,1.72515288843269,2.13646246997829,2.15153170702283,2.3114685264973,2.43606706120952,2.3421957830658,2.22081526289272,2.12301901160483,1.97708040700653,1.72368138963057,1.43065626291532,1.00465283225631,0.772053065366106,0.474602642773557,0.412521343570148,1.82645344844398,11.9894209640304,26.5650785768054
"1681","HI",2022,29,"Y","S_Alt","2022.01.29.252.02","Calf",37.25982907,0.12920894,0.344822166680876,0.50998764586608,0.614096490805594,0.865531625238788,0.865513565343873,0.919405000432979,0.94473278864208,0.948170623693248,0.937463255114049,0.876540532391831,0.801741801162548,0.676849521989493,0.558385413824578,0.417901963967801,0.320964606338617,0.249114608796344,0.20478482246643,0.345314014123477,0.887367260060051,4.81430301871589,1.59037405544978
"1682","HI",2022,29,"Y","S_Alt","2022.01.29.253.01","Mother",36.85958769,0.361151562,1.03890437395764,1.46312047301,1.74520753847326,2.03984841299462,2.65326450604804,2.511240954738,2.68779334018955,2.70956347253761,2.70493801540958,2.67984086177616,2.4116322616585,2.25612232298728,1.84080498671436,1.56766288416947,1.28574070293248,0.813343879946633,0.47186845340016,0.53134280068958,1.92151753956087,13.3118976689195,38.869185770165
"1683","HI",2022,29,"Y","S_Alt","2022.01.29.253.02","Calf",36.89564652,0.151833109,0.487014498223889,0.655321525794044,0.825320695391124,0.963114742225581,1.10999453683227,1.27607819976453,1.17390554167855,1.07326345452402,1.07004789462279,1.07372385667066,1.01586499987194,0.874199210166433,0.81882651353151,0.619341032155093,0.480191297359418,0.395321904161359,0.282862779783231,0.321851319375689,1.37461722100777,5.60198071969663,3.00783402339573
"1684","HI",2022,29,"Y","S_Alt","2022.01.29.256.01","Mother",39.32878596,0.317334599,1.02195154876185,1.48577748289033,1.64287962846962,1.97198708500405,2.17717446854186,2.28497227597803,2.37406294051745,2.41815242611848,2.48635089327141,2.38868645292519,2.26800668337859,1.97556913757542,1.68760978462577,1.35353984514878,1.15022264074176,0.755465804267208,0.464709584166627,0.445562793765886,2.06904625166174,12.4803845217734,29.801786465952
"1685","HI",2022,29,"Y","S_Alt","2022.01.29.256.02","Calf",39.46900854,0.116170366,0.349517995296223,0.472281123382266,0.561764787581037,0.743774841165739,0.759201477530265,0.794480775444945,0.817850342943914,0.815222874564959,0.795373860485058,0.763217344112809,0.737734773482894,0.639711625334181,0.518942482209671,0.397128945149322,0.299590368765388,0.215694285384548,0.191818652410801,0.30023768661794,0.871584786217296,4.58512916774893,1.19467732774585
"1686","HI",2022,29,"Y","S_Alt","2022.01.29.257.01","Mother",39.01529887,0.322486366,0.976076232659804,1.45218273924394,1.64374934548445,1.72043018980771,2.17725152170489,2.3217019650575,2.5130948114575,2.64130472827487,2.62716914890327,2.59968298257194,2.45006307481605,2.2618234279334,1.94515534679306,1.52529584686807,1.16382897138648,0.838171971587086,0.523610849959782,0.367669601531516,1.41259292792763,12.5819019509902,33.6925376020464
"1687","HI",2022,29,"Y","S_Alt","2022.01.29.257.02","Calf",39.19058524,0.132264251,0.440813843079005,0.607710922572914,0.721785683874236,0.939627493578009,0.961423818587257,1.0278010527344,1.07854385772826,1.07594974149145,1.07352267019427,1.00203030355292,0.876802229852508,0.804614610998847,0.647355870985831,0.524445918906139,0.405187390468815,0.310648717679553,0.252820476415076,0.413513029905751,1.05610851799866,5.18351340302025,2.25081620417309
"1688","HI",2022,29,"Y","S_Alt","2022.01.29.258.01","Mother",32.27384504,0.378338009,1.14653496342283,1.53667865666565,1.65452031624275,1.74088256943394,2.15158170391025,2.17345866937824,2.248535221215,2.28079308842057,2.20518223292589,2.19442849204935,2.08759283334674,1.93682351117642,1.57949403593554,1.30818008062971,0.943085034705911,0.670224565314204,0.486660733251909,0.52032342639062,2.13139459006469,12.2104222752081,25.8577499170855
"1689","HI",2022,29,"Y","S_Alt","2022.01.29.258.02","Calf",33.23485012,0.138733555,0.362943734411522,0.547902821979538,0.61517701197788,0.772779376162548,0.823924628191904,0.886914626677095,0.902261595595998,0.916297941312971,0.907871399063659,0.880624186850398,0.788771461767064,0.68864910557495,0.567369901955387,0.416746871833278,0.325283465858033,0.221019319647797,0.198264536053203,0.334196635102736,0.998976492102978,4.61078890703978,1.44880402889118
"1690","HI",2022,29,"Y","S_Alt","2022.01.29.259.01","Mother",33.54179635,0.408979937,1.03212938727971,1.6538682575084,1.83647000520493,1.84803023504969,2.34957496545257,2.41236067381611,2.4403852109702,2.56738112687205,2.66127927520563,2.66017667392386,2.32036297481168,2.12610598282892,1.80086753168736,1.39428408306713,1.07503945958563,0.757072686305597,0.449888114750661,0.440326481849849,1.37079230571121,13.7179217580898,36.1779115651752
"1691","HI",2022,29,"Y","S_Alt","2022.01.29.259.02","Calf",37.06114873,0.138296195,0.393965903356042,0.571959461975682,0.706105355018296,0.89650494836666,0.931266199840576,1.02064460787642,1.03349845070065,1.05817763196369,1.05465744305242,1.04836838866368,0.922820420690516,0.773341181361141,0.626634804821069,0.508333838839929,0.442906613222032,0.303417185644375,0.311170587487006,0.338510497845107,0.829156825700129,5.12541585168808,2.19282340389074
"1692","HI",2022,29,"Y","S_Alt","2022.01.29.259.03","Mother",34.43215952,0.381688762,1.03440873903927,1.31347162855774,1.5720595882152,2.10565673459434,2.39502743120423,2.44486391095572,2.48984324210148,2.61628461949531,2.66286481990011,2.66297145576258,2.53647269747434,2.43062217430423,2.02369527572086,1.75693147263808,1.3843886737249,0.977211959221472,0.639847164822291,0.453889149081481,0.535226160282836,13.1423683401753,39.1400439020623
"1693","HI",2022,29,"Y","S_Alt","2022.01.29.259.04","Calf",34.49263355,0.170632287,0.44857999318221,0.625239145219886,0.744494442428593,1.05088447936396,1.04579270983638,1.08626970312036,1.1359156678505,1.13778532742894,1.08576210208433,1.04342457536651,0.94286210895146,0.815190189864064,0.698787320767192,0.573824083126407,0.439324442544865,0.31684129779297,0.195250850482335,0.43332924879535,1.28559043906771,5.88555694728943,2.82637609535051
"1694","HI",2022,30,"Y","S_Alt","2022.01.30.260.01","Mother",36.98613373,0.322838117,0.83172546845134,1.29149226263196,1.56279084377391,1.67505366580655,2.11882655262482,2.16617344847271,2.21606788108119,2.31746936075759,2.33548796413137,2.37431588257997,2.38003799293307,2.11620706220775,1.87121919527944,1.57451224486669,1.1032197537477,0.743416554555038,0.444077163261105,0.343909331652119,0.79165729189464,11.9405337685034,27.6878130074313
"1695","HI",2022,30,"Y","S_Alt","2022.01.30.260.02","Calf",35.66538338,0.132578544,0.359111662915268,0.518111513486089,0.61198458635287,0.669611855927868,0.82865269741645,0.889015326075119,0.935230112509086,0.946983949183728,0.957511865212388,0.960209937515611,0.881451995164149,0.774600434569489,0.667560904740136,0.590293920568168,0.486199271871671,0.393865870677814,0.251526829431233,0.219446681362849,0.66412567899121,4.7284645997222,1.75534502437989
"1696","HI",2022,30,"Y","S_Alt","2022.01.30.261.01","Mother",39.9943662,0.317847843,0.907789085567194,1.41703305470492,1.67585341773862,1.79542771991194,2.14737218429046,2.32814924050274,2.56511423517065,2.61016246902823,2.65968304260223,2.66972689227852,2.43528058741146,2.17683564642232,1.88334008726043,1.54546860791885,1.19446408300193,0.886732307134769,0.586474895151986,0.405170953983193,0.966899312416053,12.7121230288221,34.292808314001
"1697","HI",2022,30,"Y","S_Alt","2022.01.30.261.02","Calf",39.73819658,0.132631991,0.428073145922237,0.580898429203283,0.728509406890539,0.89129723872982,0.934869243553556,1.00029958759089,1.03234863562942,1.0517443317353,1.07406796355,1.02742708571122,0.890284160891293,0.782761238162233,0.70519286660152,0.556474852871586,0.410427674750641,0.297640065656084,0.247791510279284,0.248499435409036,0.894459070124514,5.27055613115479,2.25407127038611
"1698","HI",2022,30,"Y","S_Alt","2022.01.30.262.01","Mother",39.12074444,0.303606866,0.976531589624453,1.44575324034085,1.6294917797247,1.73193925780114,2.13731500680428,2.24866127372613,2.505154582768,2.57107319437338,2.59057204350881,2.53472210178843,2.38216059101967,2.08511452215295,1.77022122718244,1.45600337796054,1.06774718150058,0.794243282747439,0.486993428359558,0.346164495701448,0.678439738183672,11.8773266150153,29.7281572797531
"1699","HI",2022,30,"Y","S_Alt","2022.01.30.262.02","Calf",44.83007507,0.11246349,0.391559938048019,0.46633887577817,0.561722579457045,0.800454781678596,0.836447736243117,0.929911976873276,0.928570254637283,0.960253257918987,0.971516548783256,0.914243706371878,0.800711041058956,0.74473936910652,0.617135636462864,0.511492723421005,0.347420965681144,0.267542246058325,0.189349295600816,0.241516474316992,0.865841660983831,5.04174669933419,1.72362713490802
"1700","HI",2022,30,"Y","S_Alt","2022.01.30.263.01","Mother",36.78193457,0.361168654,0.903622217448391,1.49543177286176,1.67188495615331,1.72454925438123,2.35794834102026,2.33731417316847,2.40174553326294,2.45319981313765,2.55509628534199,2.54580375844002,2.35567091056906,2.19637848802214,1.8680136260253,1.42533798343531,1.06250032822649,0.728812340629744,0.390203710167924,0.318224422888203,1.56292202304932,13.284481800163,33.4916228721206
"1701","HI",2022,30,"Y","S_Alt","2022.01.30.263.02","Calf",36.42766078,0.149912997,0.424791064512643,0.566490314102476,0.683864063315627,0.859474744176228,0.91910830830149,0.965786410506201,0.977078679695078,0.957182047043546,0.963332051226549,0.91238560898234,0.861122250243423,0.729508057456139,0.615482017740265,0.526669521638526,0.452853759329836,0.302174802595919,0.249384790419614,0.244373111093237,0.76428572517982,5.46097980122916,2.07598272768929
"1702","HI",2022,30,"Y","S_Alt","2022.01.30.264.01","Mother",36.27204969,0.335273041,0.864138424195157,1.36408300810635,1.58827242882007,1.69926377710196,2.08858905385937,2.13195431213744,2.20708770546303,2.28680309789238,2.29509236340867,2.2949376287628,2.16790858496595,1.83729193469639,1.65673511084412,1.32747423659609,0.898602627727465,0.637399760101838,0.405769154548523,0.379306499572111,1.64865992585087,12.1610404028694,25.2525510803323
"1703","HI",2022,30,"Y","S_Alt","2022.01.30.264.02","Calf",35.68524525,0.119400665,0.312645704002706,0.413896192942807,0.512185165064128,0.641710076201639,0.691042642752645,0.70767282630464,0.721108723494305,0.702640853694818,0.724774545737999,0.684495417575611,0.62729550067079,0.536134543775316,0.449434757067573,0.394507520543549,0.357204857384153,0.236552865584281,0.191835148290756,0.253900345229362,0.709882511755387,4.26084201353809,0.896894747852071
"1704","HI",2022,30,"Y","S_Alt","2022.01.30.264.04","Mother",34.01112025,0.360652646,0.871600956274375,1.37242926716606,1.55058970140308,1.59415639618185,2.1256166674085,2.13232698562149,2.14776252211478,2.35869232935687,2.50046860017582,2.50286022592634,2.36386023541315,2.16638513519557,1.71765784731607,1.28896741391831,1.07589124986068,0.806666862069516,0.4965969756107,0.370032245744263,1.60126027421164,12.2662005115867,28.2303750567959
"1705","HI",2022,30,"Y","S_Alt","2022.01.30.264.05","Calf",34.17934028,0.13193172,0.336239379561863,0.481744505663132,0.558748912988267,0.687126774671646,0.73599937839618,0.799780296114621,0.866037059279309,0.830571854951296,0.827776101653881,0.821850809265711,0.81422979251573,0.693488561620079,0.584801291205845,0.503521027938894,0.428644070323467,0.305821955679418,0.217054699219493,0.248116859530436,0.767144555550718,4.50933915160568,1.33201071807222
"1706","HI",2022,30,"Y","S_Alt","2022.01.30.265.03","Mother",38.73745857,0.319764632,1.05108842961392,1.51044335313199,1.7054923179449,1.81396878637683,2.15857784402396,2.27235100956292,2.44759974731047,2.51924656923131,2.55828125311205,2.55988455495703,2.47402052679773,2.19343128570933,1.92876315637851,1.57564837506276,1.18367539612039,0.769611299724292,0.457207457343536,0.296678365738355,1.21744147024384,12.3868691842513,32.4910297153162
"1707","HI",2022,30,"Y","S_Alt","2022.01.30.265.04","Calf",38.98940928,0.128053097,0.416063495236173,0.554365842881687,0.669637032146558,0.805927948331859,0.836557493562413,0.864264769481423,0.874665568089558,0.845907785075202,0.824095393314853,0.788846207085114,0.711064322259468,0.639379398720634,0.554337539182571,0.41044453330057,0.340026483733567,0.277505331229038,0.196973325641912,0.302024251361077,0.891843110542753,4.99271460850454,1.47643032160311
"1708","HI",2022,30,"Y","S_Alt","2022.01.30.266.01","Mother",39.7694886,0.346817153,1.07919443708779,1.64208452873774,1.80329498264115,1.9646401861052,2.44108190511983,2.44078997900198,2.62891707694295,2.71682527326587,2.78050702930375,2.73485347375508,2.54280988568218,2.30386187012068,1.87157148132332,1.59843023096985,1.07300704417917,0.720097704864151,0.470224669644356,0.345136175961215,1.46137240411976,13.792740812518,40.0737464223595
"1709","HI",2022,30,"Y","S_Alt","2022.01.30.266.02","Calf",40.01868382,0.160351472,0.459709484928006,0.657512187734797,0.723891378790809,1.04792539588983,1.0297671455968,1.05616785708178,1.14771405772491,1.18342463945669,1.18819140106572,1.16487173387284,1.05611931591201,0.941975353913411,0.770588740036836,0.581805021160893,0.449418273861268,0.338123311408353,0.262179295189872,0.325996936362427,1.1973316300503,6.41705485803958,3.41851757567814
"1710","HI",2022,30,"Y","S_Alt","2022.01.30.267.01","Mother",37.21241953,0.329900634,1.05397675405033,1.52370503614441,1.7737129820156,1.79111641167706,2.19406568482739,2.13071849916273,2.17214851968228,2.20955257190224,2.32805004934706,2.33115442823893,2.17625824618159,1.99399532364172,1.72705376473987,1.28979499714081,0.979354934539656,0.649618246826698,0.41831100023208,0.309254759899493,1.16249489248243,12.276400795621,26.9455337169006
"1711","HI",2022,30,"Y","S_Alt","2022.01.30.267.02","Calf",38.61319551,0.143857293,0.421577558529361,0.60686691319173,0.746567472604923,0.917361872687752,1.04365954535938,1.0765046762653,1.14368086933989,1.12597089525614,1.07795941738343,1.02372454412581,0.920418111914521,0.861718962984474,0.714806435580694,0.576224906899517,0.388320780261444,0.316026784886453,0.233639135563774,0.377959555311824,1.05950069263249,5.55478978014835,2.60140244536632
"1713","HI",2022,30,"Y","S_Alt","2022.01.30.269.02","Calf",39.08516515,0.125307437,0.420393972627511,0.543989669355181,0.65282298471919,0.782995512761645,0.823135953575392,0.870462992736816,0.919696046642034,0.913504947535752,0.897012110860705,0.811230237131739,0.73703145175819,0.649656814310251,0.549700708950556,0.404629494920892,0.302131345248173,0.206655201922901,0.161511068239394,0.574456011397125,1.11115553505785,4.89766186966822,1.47745508737802
"1714","HI",2022,30,"Y","S_Alt","2022.01.30.269.03","Mother",38.61541081,0.30786466,0.815545485131562,1.33892916264308,1.62293211898051,1.68856874331937,2.05303275984875,2.19753875283691,2.33037228411498,2.39063715308487,2.37311970952717,2.24060401487051,2.07752840610126,1.81568357048826,1.52960732912968,1.2855109830133,0.958465475494981,0.760614218819784,0.479930858850917,0.392343537396297,1.39819892332709,11.888320319781,25.0153498182741
"1715","HI",2022,30,"Y","S_Alt","2022.01.30.269.04","Calf",37.9169453,0.143074977,0.445125374908423,0.58992866311707,0.675945112748182,0.86403705518031,0.909536114381479,0.940089569437709,1.02120968013151,1.02287152789218,0.981539257647826,0.928822574572262,0.880880043380564,0.761010684632804,0.619460200496036,0.516006860163449,0.377186658541481,0.264477185211665,0.204235118634183,0.368951976186186,0.999577237303082,5.42496607670776,2.08240625428452
"1716","HI",2022,30,"Y","S_Alt","2022.01.30.270.01","Mother",35.00243025,0.369493441,1.06907352996193,1.47111752508192,1.66435000497175,1.7495480989058,2.13058776138104,2.20258601791948,2.38604967091132,2.52465238412209,2.64600407556207,2.61895423099583,2.44379137389048,2.15722326732468,1.86290346322973,1.45725301594955,1.07862781046937,0.680978018648704,0.461407614414828,0.39205988761547,1.55430722341573,12.933168396435,32.8032126662459
"1717","HI",2022,30,"Y","S_Alt","2022.01.30.270.02","Calf",35.83293831,0.131037084,0.409404509537331,0.529274654485272,0.619997190035179,0.750894692149302,0.803523011346234,0.861794792365293,0.899870270141361,0.904372361149675,0.877146980025618,0.81679536346776,0.754226412344129,0.662681796624769,0.535392450034751,0.484565271130264,0.407561843350794,0.251833239283102,0.227313826895646,0.289016202697967,0.937857959083865,4.69544374729429,1.44883609175652
"1718","HI",2022,31,"Y","S_Alt","2022.01.31.272.01","Mother",38.98261078,0.321522808,0.825532074139161,1.37755423267764,1.67661788641272,1.85218741621798,2.36612823372283,2.29563228900725,2.40727504468859,2.45624106333005,2.44060219550851,2.50571438245152,2.30439359588566,2.04154247991815,1.68966707468742,1.1878173590186,0.861090401145336,0.575744607441687,0.396458141844771,0.388857179436467,1.70223892076725,12.5337984811567,29.3199146320783
"1719","HI",2022,31,"Y","S_Alt","2022.01.31.272.02","Calf",38.50667988,0.1506575,0.44842141156744,0.636340505330484,0.734759190572786,0.946695258973621,0.988707870506898,1.03471827094021,1.05777354322106,1.08782580162665,1.09966659186711,1.04283842164757,0.937243928648622,0.810466791796278,0.64228007091306,0.518144882859479,0.389705008123492,0.299685316244813,0.248302535783283,0.376194134019775,1.14215918606322,5.8013201240211,2.59002275559393
"1720","HI",2022,31,"Y","S_Alt","2022.01.31.274.01","Mother",35.82644305,0.371761853,0.861895113833811,1.53800800333884,1.82103932918647,1.85797660140375,2.32750973897857,2.31629997460809,2.35068450423232,2.5277790149657,2.59892844886814,2.52894150762788,2.36184442792895,2.1154786912817,1.89207557104411,1.56447022326602,1.2325032713827,0.87242080140363,0.554005233461807,0.378726141537039,0.873236167177878,13.318904854667,35.1856204930404
"1721","HI",2022,31,"Y","S_Alt","2022.01.31.274.02","Calf",36.46289101,0.14233751,0.372662239271986,0.528758242886775,0.644040926067008,0.833538103283363,0.853764374418685,0.881075612447345,0.876112479085161,0.903223759515931,0.949694766396395,0.880149472641554,0.744457057780079,0.677520437050762,0.551265298667904,0.468045042786111,0.400088241892524,0.293799759023686,0.234215122009535,0.302577987306774,0.847980279947838,5.19003711376479,1.69926290015618
"1722","HI",2022,31,"Y","S_Alt","2022.01.31.275.01","Mother",33.57539987,0.360769888,0.944494775126697,1.45385196233678,1.66353899523343,1.76231033478666,2.16600986874188,2.06558118100012,2.06565182639935,2.18361497550073,2.20781396456268,2.22003554958653,2.12160272458788,1.8760779197401,1.65036105184216,1.36225422446453,1.01939023474661,0.69486866023858,0.429409999273178,0.462454743189508,1.96693294337469,12.1129932506551,25.0548747631217
"1723","HI",2022,31,"Y","S_Alt","2022.01.31.275.02","Calf",33.63716772,0.14383134,0.349628017916882,0.498399564741521,0.597619718631474,0.813820725838498,0.855667732403257,0.913667968293594,0.934329763196523,0.945761474063578,0.92084018175589,0.880166745088747,0.767220859740057,0.664479541377836,0.53957813845403,0.432200871622156,0.356526172932464,0.276587063188313,0.238874143862687,0.293367419106333,0.722499768210216,4.83807890697234,1.57198461334761
"1724","HI",2022,31,"Y","S_Alt","2022.01.31.276.01","Mother",40.79632148,0.323409106,0.960100957425418,1.3466631090125,1.5210932006735,1.64422865156888,2.29526843401807,2.23724155601199,2.33962014676325,2.39763646964784,2.34021668528674,2.24691259503594,2.09198884154278,1.86946391662438,1.60368964661309,1.31442384439066,0.972570622261348,0.706248884618302,0.45309947073446,0.320285664664621,1.20860778292568,13.1939018579354,28.4671088557544
"1725","HI",2022,31,"Y","S_Alt","2022.01.31.276.02","Calf",41.65780738,0.137796772,0.394400474046797,0.543016477692291,0.657050561309051,0.891276358040127,0.943080391687326,1.02230931978925,1.04554094605241,1.05326327731946,1.04969135248692,1.01475341335199,0.953518955641539,0.82585659107985,0.699817934440869,0.553885357832583,0.422197217549628,0.37566491797482,0.275170637415268,0.244002543997969,0.943736109753023,5.74031138556178,2.5069135684885
"1726","HI",2022,31,"Y","S_Alt","2022.01.31.277.01","Mother",31.40207502,0.410166279,0.938057828372652,1.47267537838657,1.56419929140281,1.70711308531873,2.19682525798397,2.15878876109166,2.1696983922443,2.24101921767883,2.27937295332702,2.18279161553602,1.97748731185725,1.81571030306099,1.56685491243021,1.19716767166339,0.866978427785444,0.547225467638823,0.456469629138275,0.353293478220584,1.65813215918253,12.8800722638323,25.6959005651174
