"","Region","Year","DOY","Grade_pass","Altitude_Source","Filename","Role","Pixel_Width_5","Pixel_Width_10","Pixel_Width_15","Pixel_Width_20","Pixel_Width_25","Pixel_Width_30","Pixel_Width_35","Pixel_Width_40","Pixel_Width_45","Pixel_Width_50","Pixel_Width_55","Pixel_Width_60","Pixel_Width_65","Pixel_Width_70","Pixel_Width_75","Pixel_Width_80","Pixel_Width_85","Pixel_Width_90","Pixel_Width_95","Corrected_height_m","Pixel_length"
"842","HI",2021,38,"Y","S_Alt","2021.02.07.56.01","Mother",7.657077359,11.17589571,12.38744166,14.58751809,16.72797316,17.72086754,18.95609245,19.21163521,18.92385087,18.09923042,16.77985069,14.53872528,12.78237092,9.564410338,6.985532581,4.948008952,2.985745709,3.373604147,12.20164858,"39.08485438",0.328831523
"843","HI",2021,38,"Y","S_Alt","2021.02.07.55.01","Calf",7.973427271,11.17640316,13.49287835,17.37968329,16.80164129,17.55685296,18.76111954,18.44559515,18.93751319,18.13037128,16.23794659,13.71416979,11.45539312,9.411642836,7.422771378,5.715825412,4.5386128,4.648981204,15.02872253,"32.23133549",0.171444231
"844","HI",2021,38,"Y","S_Alt","2021.02.07.57.01","Mother",7.115302203,10.99403668,12.84208366,15.05049867,17.61460828,17.87826955,18.67510204,19.13188608,19.58264457,18.86904138,17.90961452,15.58664973,12.39664495,10.71511905,7.439011035,5.137751919,3.631620285,3.278773488,14.62044364,"32.14329176",0.365254168
"845","HI",2021,38,"N","S_Alt","2021.02.07.57.02","Calf",8.974420978,12.08932066,14.07001232,17.90367798,18.56453324,21.67811869,21.97284636,22.19548844,22.46359285,20.69697341,16.8958821,15.57325308,12.99724281,9.309163554,7.955414815,5.461666287,4.474882241,4.950627995,16.4626548,"31.65390824",0.174972566
"846","HI",2021,38,"Y","S_Alt","2021.02.07.58.01","Mother",6.903625949,10.63204227,12.87374626,13.43525753,17.18146647,17.55223429,17.37698446,18.29905541,18.99858195,18.79294353,17.01775115,15.25478669,13.25276857,11.1943489,9.122334807,5.849878939,3.551405395,3.129974418,11.73574726,"27.69519952",0.408073267
"847","HI",2021,38,"Y","S_Alt","2021.02.07.58.02","Calf",7.865399656,10.96438393,12.77093506,16.75671474,18.10827588,18.5146476,19.56639258,19.3419129,19.46896106,18.09469344,16.33538088,13.78909213,11.95474156,9.950984157,7.291263196,6.060295048,3.564146793,5.078407622,17.78236014,"28.54281876",0.193222795
"848","HI",2021,38,"Y","S_Alt","2021.02.07.59.01","Mother",7.323837787,11.26703797,13.57186567,14.49171892,18.82556988,18.33580274,17.99006839,19.88276226,19.29051371,18.76321625,17.64712847,15.34374119,13.66281613,11.25522467,8.687864984,6.404367892,3.98087108,2.893429798,9.587784396,"31.81642615",0.399221644
"849","HI",2021,38,"Y","S_Alt","2021.02.07.59.02","Calf",7.767265535,10.86178341,12.47208664,16.70296571,17.50856709,17.81029933,17.9569279,18.27850355,18.64208647,16.73204906,14.37146916,12.76397443,11.35560429,9.389086695,6.943842879,5.272599396,4.411703057,5.369561449,17.63695575,"31.42839592",0.196672704
"850","HI",2021,38,"Y","S_Alt","2021.02.07.59.04","Mother",7.944788453,11.56915224,12.97194424,13.66011503,17.46913626,17.51135313,18.07756973,19.04455493,18.15431137,17.41540728,16.13558436,14.37948773,12.19494963,9.693611051,7.817526385,5.250650699,3.431078503,2.913783868,9.864602874,"32.66101579",0.400270528
"851","HI",2021,38,"Y","S_Alt","2021.02.07.59.05","Calf",8.030728507,11.55388515,13.60937119,16.33935615,17.03137698,18.45426853,18.55733106,18.96357001,18.7872476,17.75573942,16.7512556,14.26914741,11.52329206,9.578645255,6.65687939,5.144085453,4.521695543,6.739490128,21.81101282,"32.92806003",0.174097787
"852","HI",2021,38,"N","DJI","2021.02.07.60.01","Mother",7.550111872,11.87479645,14.0945399,15.32875036,18.86840017,18.51307768,19.75779252,20.55078343,20.81465567,20.10158894,19.83287993,18.06172469,15.3216751,11.42801781,8.676662505,5.576304194,3.279580809,3.80978984,14.78015956,"29.45",0.390975783
"853","HI",2021,38,"Y","DJI","2021.02.07.60.02","Calf",7.996266299,11.76830237,14.55250361,16.76516222,18.68591912,19.48311534,20.93438075,20.68466936,19.48328734,18.28161789,17.16109953,14.92212442,12.60159842,9.822397453,6.895747464,5.227106954,4.006373529,7.960976403,20.13756514,"29.4",0.18930582
"854","HI",2021,38,"N","S_Alt","2021.02.07.61.01","Mother",8.405953782,11.30649324,12.41458555,13.30035304,14.39914704,18.17689501,18.64840274,19.87395311,19.93300365,19.45124885,17.91004062,15.88988416,13.8486997,11.48110167,9.027072143,5.545066412,3.736761984,2.227611426,5.287154401,"36.09052025",0.328746384
"855","HI",2021,38,"N","S_Alt","2021.02.07.61.02","Calf",8.758891954,11.82290419,15.13690858,18.62402337,19.08239257,19.26624634,19.03417916,19.63894823,19.8917127,19.10730728,19.31816096,16.80585043,14.75556973,12.47491067,9.891858926,7.188845113,5.776223059,3.467927253,16.26580323,"36.92905254",0.148932381
"856","HI",2021,38,"Y","S_Alt","2021.02.07.62.01","Mother",6.45801501,10.3756604,11.44028462,12.91938366,17.00940735,17.02585202,17.27024851,17.75663529,18.42966718,17.44963884,16.2762144,13.88626432,11.92034387,9.259031742,6.89882126,4.168977893,3.197571129,2.857012322,12.84817145,"26.65107104",0.42767736
"857","HI",2021,38,"Y","S_Alt","2021.02.07.62.02","Calf",7.132631829,10.43492415,12.94062467,18.19645104,17.74569121,18.69743237,20.47023552,21.74758424,20.77764747,20.18124325,18.28476836,15.22452368,13.74485041,11.12067582,8.22953967,5.909825872,4.691332832,3.42317387,19.18376095,"28.32652728",0.136936461
"858","HI",2021,38,"Y","S_Alt","2021.02.07.65.01","Mother",8.101012733,11.97948806,13.60566835,14.78551722,18.87927347,18.97398669,19.84843313,20.82392769,21.26150933,21.08342027,19.31718307,16.74401975,14.09549633,10.81541112,7.982845764,5.755087695,3.544185408,2.654641324,10.53559937,"32.06346671",0.353292134
"859","HI",2021,38,"Y","S_Alt","2021.02.07.65.02","Calf",6.383913137,10.63994549,12.85397696,16.58180158,18.18763385,20.06340054,21.41787085,21.32862292,20.51078419,18.56299717,17.55424434,16.05165426,13.78205946,10.48695387,8.49433147,5.537803128,4.121584024,4.348761223,13.4749836,"31.41466545",0.177360628
"860","HI",2021,39,"Y","S_Alt","2021.02.08.68.01","Mother",8.282238497,11.41481752,13.09757909,13.80602524,16.46938907,18.2677646,19.21867786,19.74515659,20.35895317,19.65201367,19.12272262,17.35473548,14.60920904,11.42316262,8.324421972,6.111050618,3.808665489,4.078759508,9.745361196,"33.50510046",0.393101573
"861","HI",2021,39,"Y","S_Alt","2021.02.08.68.02","Calf",7.319340011,11.00584965,12.65546345,16.79474904,17.1992852,17.28500869,17.24356345,17.9500154,18.76261904,16.81539347,15.45524394,13.80197809,10.39461215,7.392141772,5.559582612,5.559464919,4.315646749,5.311521021,18.86675572,"32.25570828",0.154319654
"862","HI",2021,39,"Y","S_Alt","2021.02.08.69.01","Mother",6.955859379,10.96209832,13.28042369,14.66604974,17.77697204,18.99952385,18.90370148,20.13501302,18.74216025,17.87260277,17.01650498,15.06763859,13.75692777,9.781545336,8.078062301,5.633941724,3.727530725,2.21304166,12.84063511,"34.15449474",0.380004499
"863","HI",2021,39,"Y","S_Alt","2021.02.08.69.02","Calf",7.679442194,10.96211411,12.99969589,16.35688367,17.31754905,17.80210574,18.30983429,18.74477626,17.49447438,16.19754966,14.4018496,12.38820114,10.88563146,8.947623582,6.577610117,5.020361445,3.771120534,5.63015303,19.18318864,"33.81972529",0.182804809
"864","HI",2021,39,"Y","S_Alt","2021.02.08.70.01","Mother",7.610821537,11.90303264,13.15565021,14.06673557,17.01852786,17.33512392,18.98426054,19.2064486,18.71987311,18.18012123,17.2735603,15.9098283,13.77582489,10.21066251,7.860771341,5.01166392,3.367762035,2.364112108,10.34577115,"37.45319337",0.322721532
"865","HI",2021,39,"Y","S_Alt","2021.02.08.70.02","Calf",8.347530993,11.95979184,14.14885533,17.77375569,18.4693421,20.09447898,20.51961188,20.08923204,19.63174504,18.79529155,16.90606104,15.37373775,12.67526412,10.78968355,9.068383395,6.544284247,4.595868714,6.196149071,17.86554471,"31.27130899",0.157277908
"866","HI",2021,39,"Y","S_Alt","2021.02.08.72.01","Mother",7.680763059,11.82431677,13.57602735,14.67176802,17.97509712,17.91311842,18.99648064,19.72940315,18.9632547,18.17735077,17.53311201,17.04764646,14.0717532,11.77842341,8.569601143,6.082555183,3.109617447,2.188036404,12.47783535,"32.23240888",0.369375772
"867","HI",2021,39,"N","S_Alt","2021.02.08.72.02","Calf",7.756023314,10.55847343,12.83250137,16.33803762,17.86305939,19.56313973,20.26686881,19.91307665,19.9168346,19.02286649,17.43716074,15.11558618,12.78768142,10.12730932,7.706649291,5.220709552,3.920224171,5.13336937,18.15379357,"31.70840565",0.156458892
"868","HI",2021,39,"Y","S_Alt","2021.02.08.73.01","Mother",7.476906806,11.06502643,13.31564398,13.69856144,17.51531202,16.82996977,16.48677805,16.68152785,17.22130621,17.54941674,16.19404636,14.46606587,11.99962174,9.102699719,7.078698119,4.484898729,3.269738567,3.103685188,10.61899292,"31.49056609",0.438838049
"869","HI",2021,39,"Y","S_Alt","2021.02.08.73.02","Calf",6.615564425,10.28891277,11.83159649,15.55841739,16.1615014,17.37458215,18.29278391,18.4295828,18.70900795,17.52772926,15.43886463,13.45544616,10.43086474,8.992751175,7.206604706,5.800374995,4.634112576,3.776521124,17.0231165,"27.90113795",0.209923857
"870","HI",2021,39,"Y","S_Alt","2021.02.08.75.01","Mother",8.281033,12.24143642,13.8422007,14.53238349,17.45351204,17.18135287,16.83436592,17.21559564,17.82424145,17.44559812,16.21160367,14.48459857,12.78013488,10.06504699,7.918337228,5.766262894,3.419779736,2.6157963,8.473291301,"30.22872914",0.45640811
"871","HI",2021,39,"Y","S_Alt","2021.02.08.75.02","Calf",7.974414702,11.72410568,13.91477802,17.45017252,18.85389983,19.6098205,21.03153216,21.8894345,22.30706229,21.78052077,19.85502738,17.7845693,15.71460482,12.30515419,8.806981144,6.20533185,4.761387679,2.882797418,6.56960061,"33.49391017",0.161683045
"872","HI",2021,39,"Y","S_Alt","2021.02.08.77.01","Mother",7.151321816,10.10441944,11.98229596,12.67153165,16.83761962,16.70187323,18.53963889,18.2920851,17.55258308,17.21528843,16.02974332,14.3101016,12.23406173,10.52303881,7.205310269,4.958575724,2.963272149,2.881011362,12.32829914,"34.53676509",0.338099166
"873","HI",2021,39,"Y","S_Alt","2021.02.08.77.02","Calf",8.186462911,11.72171105,13.32449517,17.31247873,17.94932766,19.28190974,20.04452238,19.35349268,17.70079856,15.61342357,14.61241295,12.72567768,11.83492677,10.53000235,8.71188647,6.074946819,4.184882879,2.579843936,8.590318587,"31.5571023",0.187979992
"874","HI",2021,41,"Y","S_Alt","2021.02.10.78.01","Mother",7.317429792,11.39892178,12.64863443,13.47869809,17.38497588,17.42230967,17.59393379,18.60589322,18.76863266,17.9409357,17.31479472,15.82948803,12.79211814,10.11601968,7.766874611,5.149948442,3.659048561,2.637299667,6.967379084,"38.76383034",0.340904808
"875","HI",2021,41,"Y","S_Alt","2021.02.10.78.02","Calf",7.696390797,11.01366667,12.48462201,16.64762746,16.50366819,18.78765006,19.47543657,19.78848979,19.57575897,18.43351544,16.03188357,13.5628068,10.58365324,8.726828782,6.955361509,6.178633454,5.249603852,8.808958727,23.50189394,"38.53586396",0.141959558
"876","HI",2021,41,"Y","S_Alt","2021.02.10.80.01","Mother",7.9848958,11.51294043,13.51479909,13.60659022,17.3929063,18.66267744,19.69186483,21.03095931,21.64321842,22.09706171,21.37269061,18.98338287,15.93969453,11.26648355,7.58238177,4.78116352,3.142145352,2.87625365,13.10880294,"31.31761997",0.393029844
"877","HI",2021,41,"Y","S_Alt","2021.02.10.80.02","Calf",8.216160956,11.00818055,11.96883852,16.28106772,16.4578507,17.98023464,19.16367061,18.89738706,18.83249962,18.56662798,16.6231423,14.38650198,12.00604959,9.330345105,7.622211057,5.154324312,3.832429188,4.761338445,18.81138509,"29.01244233",0.163927162
"878","HI",2021,41,"Y","S_Alt","2021.02.10.83.01","Mother",7.157430241,10.2960019,12.82632818,13.90770283,17.21769683,17.13787682,18.11843836,18.49638044,19.58843745,19.49361459,18.42615226,16.65068124,14.11653612,10.57906203,6.670523472,4.228643324,2.799433452,3.01497536,14.32286657,"34.17590143",0.353295425
"879","HI",2021,41,"Y","S_Alt","2021.02.10.82.01","Calf",7.026996807,10.20484737,12.12917637,16.64387763,17.81285506,19.81727515,20.75318612,20.82413949,20.90770626,20.33618015,19.41533264,15.83938431,13.03722455,10.56607559,8.332009107,6.093007853,4.479773838,4.140348685,17.13934835,"28.70155366",0.191268389
"880","HI",2021,41,"Y","S_Alt","2021.02.10.83.02","Mother",7.689945345,11.49913843,13.38902621,14.80311954,18.76404108,18.22833751,19.56565536,20.89161432,20.54509852,19.79135288,18.24005804,16.09980329,13.80782441,11.00517205,8.228603016,5.414470371,3.385069639,2.705595813,15.23705224,"32.61875682",0.395508574
"881","HI",2021,41,"Y","S_Alt","2021.02.10.83.03","Calf",7.369734982,10.74628856,13.15936441,17.23935813,17.3377748,17.68190605,19.29629949,19.0866899,19.07135927,18.52937245,16.47354688,14.99734582,13.29858917,9.973739073,7.839222584,5.649913307,3.494336564,3.531772908,14.21810872,"32.61875682",0.168788745
"882","HI",2021,41,"Y","S_Alt","2021.02.10.84.01","Mother",8.094167531,11.54941222,12.93191952,14.4367693,18.38772931,17.87868209,18.25889938,19.38160756,18.79110796,18.39768253,16.94348497,14.81752227,12.33770199,10.70974709,8.165798748,5.559469458,3.086675178,2.589412195,13.05140521,"33.95219476",0.376128749
"883","HI",2021,41,"Y","S_Alt","2021.02.10.84.02","Calf",7.86116818,9.884379785,12.79784781,17.12844942,17.25232564,18.00073534,18.02337527,18.58642007,18.14274358,16.65881033,14.68714077,12.76280755,11.0072924,8.864536471,7.268070138,5.098306664,3.985255569,3.985163691,13.81092121,"33.18100657",0.186856471
"884","HI",2021,41,"N","S_Alt","2021.02.10.85.01","Mother",6.969866779,10.69715328,12.34620044,12.59788887,15.19775851,17.97672131,17.56724177,17.83606382,17.84067684,18.01746804,17.21349206,15.51188911,12.91034492,10.58257004,8.338385459,6.994113807,3.945733273,2.331807009,6.188877184,"27.04256199",0.402089403
"885","HI",2021,41,"N","S_Alt","2021.02.10.85.02","Calf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.76861373",NA
"886","HI",2021,41,"Y","S_Alt","2021.02.10.86.01","Mother",7.995791519,12.42761857,13.649022,14.26948043,18.30756622,18.83838638,20.46540127,21.27980541,20.65247543,20.57996894,20.06502137,18.46669558,16.89412763,13.02674957,9.858348224,6.348524276,4.502035562,2.957964358,6.366743713,"35.38912495",0.374177632
"887","HI",2021,41,"Y","S_Alt","2021.02.10.86.02","Calf",8.3893176,10.51847375,11.93243385,16.36406225,16.0519405,17.96395731,18.63683283,18.19656464,17.1721613,16.06584292,14.04583722,13.4665322,12.37934293,9.805327089,6.61406843,4.940837886,4.130704938,4.043963221,9.997838394,"30.7798403",0.191795367
"888","HI",2021,41,"N","S_Alt","2021.02.10.87.01","Mother",6.558112902,11.29324712,13.17199962,13.8371349,17.22627476,17.74389574,17.71072844,18.84086132,19.96977052,19.59679009,16.674179,14.46956806,12.38013083,10.56662567,8.202226595,5.741655104,4.166275129,2.064587058,7.982183175,"26.01810963",0.422437572
"889","HI",2021,41,"N","S_Alt","2021.02.10.87.02","Calf",7.194080054,10.81490037,13.6375983,16.61929802,17.7229957,19.2050952,19.97641029,20.04659239,19.85173768,19.42154724,17.90855188,14.87129742,12.39642454,8.554976565,5.790679849,4.092518612,3.069502223,6.903143077,22.85102693,"31.55214363",0.20029139
"890","HI",2021,41,"N","S_Alt","2021.02.10.88.01","Mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.93653562",NA
"891","HI",2021,41,"N","S_Alt","2021.02.10.88.02","Calf",7.400883614,10.09926893,13.52740626,17.20289701,17.04967627,19.20695257,20.02361824,19.51169252,19.31921398,18.11640076,16.40815671,15.26752718,10.90363309,8.505237262,6.655548788,4.756112646,3.485721461,4.499672692,14.82958671,"20.41769318",0.236141947
"892","HI",2021,41,"Y","S_Alt","2021.02.10.89.01","Mother",8.151943004,12.08930027,14.0778312,14.60665967,17.91725237,17.20150104,17.22955825,18.55471235,19.08096972,18.66164379,17.38477592,15.63510576,12.94719361,10.34587935,7.22215363,4.787236577,3.147954186,2.468835247,11.49511741,"30.23225101",0.439719509
"893","HI",2021,41,"Y","S_Alt","2021.02.10.89.02","Calf",6.11369781,8.798485887,10.67730875,16.03021507,17.60908821,18.08641518,18.58730401,18.22037143,17.37619656,17.04975328,15.51411947,12.96730416,11.07706015,9.154138093,7.438489807,5.49786313,4.205379498,3.616179284,13.03905518,"29.81774799",0.196184717
"894","HI",2021,41,"Y","S_Alt","2021.02.10.90.01","Mother",7.236790466,12.23618212,14.22049823,15.1301226,17.90702883,18.44652665,18.61599526,20.15682369,19.398187,19.0399761,17.30330406,15.06361301,12.50903162,10.45816588,6.50133313,4.432333284,3.324015376,2.672168465,11.73540147,"27.95227833",0.449839287
"895","HI",2021,41,"Y","S_Alt","2021.02.10.90.02","Calf",8.521786681,11.52700405,13.72809983,17.03557047,18.48559356,19.99143122,20.13604133,19.71917724,19.02865479,18.1099692,16.06048558,14.70835871,12.35620551,9.689104034,8.064367511,5.943871972,4.782608366,4.224790493,15.24655597,"31.23711165",0.155806529
"896","HI",2021,41,"Y","S_Alt","2021.02.10.91.01","Mother",8.002723246,11.41833919,13.12896193,14.25529301,17.07931392,17.11747927,16.26677671,17.8470772,17.65362044,17.47296407,16.35975417,14.5935844,12.53690408,9.932460399,7.205453695,4.931381674,2.968783005,2.255756376,14.58230432,"33.02717298",0.406785792
"897","HI",2021,41,"Y","S_Alt","2021.02.10.91.02","Calf",6.698985059,8.497809897,11.09033242,15.36567138,17.33536477,18.99146079,20.61490498,20.29445985,20.18022922,19.30278504,17.767078,15.14261816,12.14598915,8.446128381,6.024335258,4.951753653,3.970353627,8.376858796,20.37519966,"32.7721288",0.157597179
"898","HI",2021,41,"Y","S_Alt","2021.02.10.93.01","Mother",6.894961058,10.6793938,12.56076377,14.26820415,16.96587781,16.78518374,17.5046018,17.60262746,16.80852544,15.97899959,13.82540316,12.03004398,10.06206626,7.356564678,5.670531997,3.853690483,2.783131238,2.514835027,16.44848268,"29.48651596",0.407860916
"899","HI",2021,41,"Y","S_Alt","2021.02.10.93.02","Calf",6.456101763,10.00111755,12.71286825,16.2270619,16.84168372,17.64423978,19.08815418,18.62476698,17.8126582,16.26473863,14.84145639,12.14673096,8.048226267,5.716460247,3.979442837,3.499349953,2.889725469,5.413416062,17.32703887,"29.17049933",0.192726108
"900","HI",2021,41,"Y","S_Alt","2021.02.10.94.01","Mother",7.003219429,11.28180946,12.87236891,13.85327952,16.66760963,16.06749437,16.91068343,18.10039652,16.76689771,16.18740184,14.32979501,12.95891281,10.66439558,9.019096259,6.808883358,4.514189801,2.890657732,1.882281701,11.18427416,"31.71605313",0.423027897
"901","HI",2021,41,"Y","S_Alt","2021.02.10.94.02","Calf",7.277600858,10.22996073,12.020706,17.03439888,17.14066799,19.0123826,20.29217088,19.8268535,19.93303036,18.6825321,17.56321796,15.082072,12.7477672,9.970113495,7.276396735,5.381881693,4.210558621,3.941723763,9.873667517,"32.95175398",0.160823771
"902","HI",2021,41,"Y","S_Alt","2021.02.10.95.01","Mother",8.394872911,12.26826421,13.55950439,14.57951996,17.50361234,17.64150505,18.73614825,18.98824305,18.71897773,17.75597719,16.48825855,15.24869392,12.97709915,10.75611145,8.210853832,5.519101838,3.654805905,3.153891849,9.776429108,"32.88567889",0.406335982
"903","HI",2021,41,"Y","S_Alt","2021.02.10.95.02","Calf",8.349048374,10.77593201,13.30897232,17.49688258,17.8036108,17.7614754,19.17496985,18.9324667,18.72952737,17.76226411,16.04518957,13.87853452,11.97701768,9.643018962,7.168955139,5.521526865,3.813590709,5.381429114,19.16931967,"29.62312235",0.175025605
"904","HI",2021,41,"Y","S_Alt","2021.02.10.97.01","Mother",7.291356786,10.80153021,12.16427489,13.51994152,17.38549699,17.34930706,17.9255789,18.42513667,18.16696651,17.42551856,17.06546092,15.15472006,12.99976259,10.21990167,7.52963536,4.780722651,3.00600321,2.623509534,12.70709601,"26.03218344",0.485379489
"905","HI",2021,41,"Y","S_Alt","2021.02.10.97.02","Calf",9.16441381,12.05125609,14.37469083,16.52647312,17.05222937,18.21529428,18.38261511,18.74722849,18.47440777,16.5004158,14.46080108,12.55646471,10.0681204,8.193639199,6.295047133,4.512086782,3.978757844,6.098412875,17.6962701,"27.67826278",0.152889727
"906","HI",2021,42,"Y","S_Alt","2021.02.11.100.01","Mother",7.892237743,12.02362684,14.54147843,15.28106827,18.35490716,19.87183048,20.45788259,20.74739104,21.52425377,21.00563589,19.82715249,17.57694975,15.08185832,12.05476703,8.485446367,5.714838832,3.313260837,2.053235214,9.911981548,"29.54521323",0.403634778
"907","HI",2021,42,"Y","S_Alt","2021.02.11.100.02","Calf",7.35733535,10.54043698,12.59102109,17.16171518,16.60354249,18.20304132,19.28057997,18.5661961,17.95124851,17.4200681,15.81091844,14.01954171,12.13991622,9.648524186,6.971678454,5.358298524,3.844475215,5.63006038,15.64369257,"29.50928438",0.18164298
"908","HI",2021,42,"Y","S_Alt","2021.02.11.101.01","Mother",7.71265415,12.00577607,12.89091544,15.59907112,18.45179696,19.36504195,20.52639859,21.93093629,21.86955691,20.88294613,19.36815303,17.4943611,15.08489269,12.32149788,9.01680887,5.804239044,3.572889017,2.685157373,11.61332224,"31.49400853",0.377860391
"909","HI",2021,42,"Y","S_Alt","2021.02.11.101.02","Calf",8.208217362,10.9820864,12.42069839,17.21772082,17.2090015,19.03205035,20.70026508,20.16217365,20.07990886,19.38627215,18.37863603,15.26561382,12.05785944,9.143187806,6.440588366,5.10431884,3.442070095,5.107314605,19.74965566,"31.49400853",0.167356547
"910","HI",2021,42,"Y","S_Alt","2021.02.11.102.01","Mother",7.969669733,11.320437,12.73062176,13.22680679,17.03909264,17.30699341,18.07164346,18.26425844,18.15186141,18.45915094,17.69698186,15.8677135,13.92517245,11.13880383,8.054212617,4.387079933,2.848130267,3.311821636,16.26869592,"27.71056494",0.522173454
"911","HI",2021,42,"N","S_Alt","2021.02.11.102.02","Calf",7.501657423,10.34146251,11.68196617,14.58378687,15.52477864,15.32180836,15.84813639,16.37073475,16.70019474,15.82060266,14.71082606,12.98696532,10.43347318,8.115421902,6.935206387,5.076830078,4.099549763,3.689722226,16.08568043,"27.48262892",0.186626607
"912","HI",2021,42,"Y","S_Alt","2021.02.11.103.01","Mother",7.551030009,12.45645393,13.80331988,14.98297554,18.08095678,18.02939206,18.22191406,19.55387214,20.59416886,20.46020819,19.35833578,16.70690507,14.20397126,10.82711852,8.1162303,4.95321789,2.792904144,2.990975654,11.16129885,"27.26940405",0.434858954
"913","HI",2021,42,"N","S_Alt","2021.02.11.103.02","Calf",7.234663552,11.84166865,13.59603404,18.43556994,18.30468953,18.89748231,20.17434653,19.92634459,20.05052808,18.40643338,15.82314377,14.04068341,11.79465286,8.894983621,6.977700725,6.088619215,4.481713227,5.377922641,15.91103938,"27.82452455",0.17587629
"914","HI",2021,42,"Y","S_Alt","2021.02.11.109.01","Mother",8.543132122,11.61447596,13.72836169,17.64726581,18.04614401,20.50649436,21.54511713,22.17802488,22.77480823,21.35190206,19.06275412,16.75300261,13.91358621,10.14402443,7.138027692,4.135666389,2.763431113,4.212857884,15.97903997,"32.0978564",0.37985528
"915","HI",2021,42,"Y","S_Alt","2021.02.11.109.02","Calf",6.979356427,10.86689438,12.78524299,17.41520841,16.70471756,18.19838233,19.11774316,19.75572758,19.61345376,18.73552682,16.91214619,14.35106762,11.48889207,9.117489537,6.583362964,5.542648332,4.427462961,7.074553887,18.58444261,"26.50008205",0.204990597
"916","HI",2021,42,"Y","S_Alt","2021.02.11.110.01","Mother",8.259692805,11.76980964,13.16957809,13.49287375,16.94913307,17.09730126,18.27438811,18.94977879,19.59447737,18.9795728,17.57021936,16.24814782,14.29518951,11.30236884,8.647686007,5.572824149,2.90674486,2.407127657,15.6224412,"27.89768134",0.478041618
"917","HI",2021,42,"Y","S_Alt","2021.02.11.110.02","Calf",7.448228499,10.80636308,13.09417497,16.47554433,15.55587899,17.49381027,18.54058574,17.78653457,17.27961432,15.82175227,13.79883277,12.41079123,10.11573365,8.271818621,6.293278941,5.281157263,3.655695385,4.705355046,17.85525332,"28.74801315",0.175700321
"918","HI",2021,42,"N","S_Alt","2021.02.11.111.01","Mother",7.491315705,11.39836775,13.35093673,14.38499694,18.39436314,17.69451386,17.92455418,18.94107062,18.50817965,18.36258233,16.6524784,14.93339828,12.33129458,9.759794496,7.363440086,4.84670404,3.137198951,2.380326258,14.31274686,"25.506265",0.418019542
"919","HI",2021,42,"N","S_Alt","2021.02.11.111.02","Calf",7.476129564,10.64045361,12.7639321,17.35012133,16.94585363,19.53322173,19.8120636,18.91437842,18.48560981,18.1053613,16.98846423,15.22860437,12.95086082,10.00259235,7.873010521,5.294373291,5.014726,4.398906929,16.97801336,"25.74994781",0.159478526
"920","HI",2021,42,"Y","DJI","2021.02.11.112.01","Mother",7.402929281,11.41919666,12.77451637,13.43576227,15.5839897,17.559145,18.93404019,19.39927322,19.1546413,17.71092963,17.26997141,15.54897416,13.3651877,10.12394899,7.132186648,4.503963745,2.539523767,2.780821893,7.876128365,"25.68",0.491505713
"921","HI",2021,42,"Y","DJI","2021.02.11.112.02","Calf",6.340226165,9.207185258,12.01935997,15.6798843,16.36765912,17.16062128,17.73381936,17.82308211,18.90580285,17.39871262,15.62751625,13.73597077,11.89254598,9.500082956,6.751812312,5.264789694,4.443211002,5.64427354,17.62164864,"25.79",0.16932723
"922","HI",2021,42,"Y","S_Alt","2021.02.11.114.01","Mother",6.592735393,10.79758946,12.2170814,13.50184907,17.39320767,17.33815344,17.85432893,19.10199085,19.63589442,19.28512027,18.47483038,17.13491252,14.99984042,12.04780212,9.104026741,5.17422391,2.945199371,2.237113061,11.42282416,"31.30703891",0.412025626
"923","HI",2021,42,"Y","S_Alt","2021.02.11.114.02","Calf",8.383937485,11.68160027,13.34621615,17.2874464,17.72306544,19.26271527,19.92930478,20.26849684,19.64348397,17.83876055,16.15977173,14.58841764,12.69139498,10.41790798,5.907695466,3.795437902,2.314379088,6.10858055,21.86315472,"30.77068553",0.161490719
"924","HI",2021,42,"Y","S_Alt","2021.02.11.115.01","Mother",6.948061783,11.40024211,12.72095554,13.60157623,17.32490824,18.02315215,17.94322182,19.12360901,19.17790271,18.12488335,16.15495077,14.73326524,11.6110801,9.384436521,6.880576232,4.218447453,2.979344873,1.694226321,11.84603242,"28.88666501",0.432250298
"925","HI",2021,42,"Y","S_Alt","2021.02.11.115.02","Calf",7.161068934,10.00230662,12.84652725,16.62533568,17.38478875,19.05346843,19.7539745,20.27256363,19.92743155,19.08141045,18.04083531,14.96776633,13.05740001,10.58536928,8.635515977,6.355060064,4.87020899,6.789397289,19.36317004,"24.87748584",0.1969532
"926","HI",2021,42,"N","S_Alt","2021.02.11.117.01","Mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.74680775",NA
